ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
37607,,01.12.1991,,3,T8,5,6,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,1618.10,,,,,,,,,,01.11.2020,"Bilateral retroperitoneal lymph node dissection, for testicular tumour, other than a service associated with a service to which item 30390 or 30627 applies (Anaes.) (Assist.)",,,,,1213.60,,Y
37610,,01.12.1991,,3,T8,5,6,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,2434.35,,,,,,,,,,01.11.2020,"Bilateral retroperitoneal lymph node dissection, for testicular tumour, following previous similar retroperitoneal dissection, retroperitoneal radiation therapy or chemotherapy, other than a service associated with a service to which item 30390 or 30627 applies (Anaes.) (Assist.)",,,,,1825.80,,Y
37613,,01.12.1991,,3,T8,5,6,S,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,322.65,,,,,,,,,,01.12.1991,EPIDIDYMECTOMY (Anaes.),,,,,242.00,274.30,Y
37616,,01.12.1991,,3,T8,5,6,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,806.55,,,,,,,,,,01.07.2008,"VASOVASOSTOMY or VASOEPIDIDYMOSTOMY, unilateral, using operating microscope, not being a service associated with sperm harvesting for IVF (Anaes.) (Assist.)",,,,,604.95,,Y
37619,,01.12.1991,,3,T8,5,6,S,N,,N,Y,N,N,Y,N,P,A,01.03.2025,01.07.2025,322.65,,,01.11.2012,,,,80.00,,,01.03.2025,"Vasovasostomy or vasoepididymostomy, unilateral, other than a service associated with sperm harvesting for IVF (H) (Anaes.) (Assist.)",,,,,242.00,,Y
37623,,01.12.1991,,3,T8,5,6,S,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,268.20,,,,,,,,,,01.05.2002,"VASOTOMY OR VASECTOMY, unilateral or bilateral NOTE: Strict legal requirements apply in relation to sterilisation procedures on minors. Medicare benefits are not payable for services not rendered in accordance with relevant Commonwealth and State and Territory law. Observe the explanatory note before submitting a claim. (Anaes.)",,,,,201.15,228.00,Y
37800,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,608.15,,,,,,,,,,01.07.2021,"PATENT URACHUS, excision of, on a patient 10 years of age or over. (Anaes.) (Assist.)",,,,,456.15,,Y
37801,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.09.2015,01.07.2025,790.60,,,,,,,,,,01.07.2021,"PATENT URACHUS, excision of, when performed on a patient under 10 years of age (Anaes.) (Assist.)",,,,,592.95,,Y
37803,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,608.15,,,,,,,,,,01.07.2021,"UNDESCENDED TESTIS, orchidopexy for, not being a service to which item 37806 applies, on a patient 10 years of age or over. (Anaes.) (Assist.)",,,,,456.15,,Y
37804,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.09.2015,01.07.2025,790.60,,,,,,,,,,01.07.2021,"UNDESCENDED TESTIS, orchidopexy for, not being a service to which item 37807 applies, on a patient under 10 years of age (Anaes.) (Assist.)",,,,,592.95,,Y
37806,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,702.60,,,,,,,,,,01.03.2025,"Undescended testis in inguinal canal close to deep inguinal ring or within abdominal cavity, orchidopexy for, on a patient 10 years of age or over (H) (Anaes.) (Assist.)",,,,,526.95,,Y
37807,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,913.40,,,,,,,,,,01.03.2025,"Undescended testis in inguinal canal close to deep inguinal ring or within abdominal cavity, orchidopexy for, on a patient under 10 years of age (H) (Anaes.) (Assist.)",,,,,685.05,,Y
37809,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,702.60,,,,,,,,,,01.07.2021,"UNDESCENDED TESTIS, revision orchidopexy for, on a patient 10 years of age or over. (Anaes.) (Assist.)",,,,,526.95,,Y
37810,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.09.2015,01.07.2025,913.40,,,,,,,,,,01.07.2021,"UNDESCENDED TESTIS, revision orchidopexy for, on a patient under 10 years of age (Anaes.) (Assist.)",,,,,685.05,,Y
37812,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,648.55,,,,,,,,,,01.07.2021,"IMPALPABLE TESTIS, exploration of groin for, not being a service associated with a service to which items 37803, 37806 and 37809 applies, on a patient 10 years of age or over. (Anaes.) (Assist.)",,,,,486.45,,Y
37813,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.09.2015,01.07.2025,843.15,,,,,,,,,,01.07.2021,"IMPALPABLE TESTIS, exploration of groin for, not being a service associated with a service to which items 37804, 37807 and 37810 applies, on a patient under 10 years of age (Anaes.) (Assist.)",,,,,632.40,,Y
37815,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,108.20,,,,,,,,,,01.07.2021,"HYPOSPADIAS, examination under anaesthesia with erection test on a patient 10 years of age or over. (Anaes.)",,,,,81.15,,Y
37816,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.09.2015,01.07.2025,140.70,,,,,,,,,,01.07.2021,"HYPOSPADIAS, examination under anaesthesia with erection test, on a patient under 10 years of age (Anaes.)",,,,,105.55,,Y
37818,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,573.35,,,,,,,,,,01.03.2025,"Hypospadias, glanuloplasty incorporating meatal advancement, on a patient 10 years of age or over (H) (Anaes.) (Assist.)",,,,,430.05,,Y
37819,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,745.30,,,,,,,,,,01.03.2025,"Hypospadias, glanuloplasty incorporating meatal advancement, on a patient under 10 years of age (H) (Anaes.) (Assist.)",,,,,559.00,,Y
37821,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,971.90,,,,,,,,,,01.07.2021,"HYPOSPADIAS, distal, 1 stage repair, on a patient 10 years of age or over. (Anaes.) (Assist.)",,,,,728.95,,Y
37822,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.09.2015,01.07.2025,1263.50,,,,,,,,,,01.07.2021,"HYPOSPADIAS, distal, 1 stage repair, on a patient under 10 years of age (Anaes.) (Assist.)",,,,,947.65,,Y
37824,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,1351.25,,,,,,,,,,01.07.2021,"HYPOSPADIAS, proximal, 1 stage repair, on a patient 10 years of age or over (Anaes.) (Assist.)",,,,,1013.45,,Y
37825,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.09.2015,01.07.2025,1756.60,,,,,,,,,,01.07.2021,"HYPOSPADIAS, proximal, 1 stage repair, on a patient under 10 years of age (Anaes.) (Assist.)",,,,,1317.45,,Y
37827,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,622.50,,,,,,,,,,01.07.2021,"HYPOSPADIAS, staged repair, first stage, on a patient 10 years of age or over (Anaes.) (Assist.)",,,,,466.90,,Y
37828,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.09.2015,01.07.2025,809.20,,,,,,,,,,01.07.2021,"HYPOSPADIAS, staged repair, first stage, on a patient under 10 years of age (Anaes.) (Assist.)",,,,,606.90,,Y
37830,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,806.55,,,,,,,,,,01.03.2025,"Hypospadias, staged repair, second stage, on a patient 10 years of age or over (H) (Anaes.) (Assist.)",,,,,604.95,,Y
37831,,01.11.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1048.65,,,,,,,,,,01.03.2025,"Hypospadias, staged repair, second stage, on a patient under 10 years of age (H) (Anaes.) (Assist.)",,,,,786.50,,Y
37833,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,384.90,,,,,,,,,,01.07.2021,"Hypospadias, repair of urethral fistula, on a patient 10 years of age or over (Anaes.) (Assist.)",,,,,288.70,,Y
37834,,01.09.2015,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.09.2015,01.07.2025,500.50,,,,,,,,,,01.07.2021,"Hypospadias, repair of urethral fistula, on a patient under 10 years of age (Anaes.) (Assist.)",,,,,375.40,,Y
37836,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,810.70,,,,,,,,,,01.11.1994,"EPISPADIAS, staged repair, first stage (Anaes.) (Assist.)",,,,,608.05,,Y
37839,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,918.75,,,,,,,,,,01.11.1994,"EPISPADIAS, staged repair, second stage (Anaes.) (Assist.)",,,,,689.10,,Y
37842,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,1783.75,,,,,,,,,,01.11.2020,"Exstrophy of bladder or epispadias, primary or secondary repair with or without bladder neck tightening, with or without ureteric reimplantation (Anaes.) (Assist.)",,,,,1337.85,,Y
37845,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,810.70,,,,,,,,,,01.11.2020,"Congenital disorder of sexual differentiation with urogenital sinus, external genitoplasty, with or without endoscopy (Anaes.) (Assist.)",,,,,608.05,,Y
37848,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,1459.40,,,,,,,,,,01.11.2020,"Congenital disorder of sexual differentiation with urogenital sinus, external genitoplasty with endoscopy and vaginoplasty (Anaes.) (Assist.)",,,,,1094.55,,Y
37851,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,1081.20,,,,,,,,,,01.11.2020,"Congenital disorder of sexual differentiation, vaginoplasty for, with or without endoscopy (Anaes.) (Assist.)",,,,,810.90,,Y
37854,,01.11.1994,,3,T8,5,7,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,427.45,,,,,,,,,,01.11.2020,"Urethral valve, destruction of, including cystoscopy and urethroscopy (Anaes.)",,,,,320.60,,Y
38200,,01.12.1991,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,519.65,,,,,,,,,,01.03.2025,"Right heart catheterisation with any one or more of the following: (a) fluoroscopy; (b) oximetry; (c) dye dilution curves; (d) cardiac output measurement by any method; (e) shunt detection; (f) exercise stress test; other than a service associated with a service to which item 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38254 or 38368 applies (H) (Anaes.)",,,,,389.75,,Y
38203,,01.12.1991,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,620.15,,,,,,,,,,01.03.2025,"Left heart catheterisation by percutaneous arterial puncture, arteriotomy or percutaneous left ventricular puncture, with any one or more of the following: (a) fluoroscopy; (b) oximetry; (c) dye dilution curves; (d) cardiac output measurements by any method; (e) shunt detection; (f) exercise stress test; other than a service associated with a service to which item 38200, 38206, 38244, 38247, 38248, 38249, 38251, 38252 or 38254 applies (H) (Anaes.)",,,,,465.15,,Y
38206,,01.12.1991,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,749.65,,,,,,,,,,01.03.2025,"Right heart catheterisation with left heart catheterisation via the right heart or by another procedure, with any one or more of the following: (a) fluoroscopy; (b) oximetry; (c) dye dilution curves; (d) cardiac output measurements by any method; (e) shunt detection; (f) exercise stress test; other than a service associated with a service to which item 38200, 38203, 38244, 38247, 38248, 38249, 38251, 38252 or 38254 applies (H) (Anaes.)",,,,,562.25,,Y
38209,,01.12.1991,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,962.60,,,,,,,,,,01.03.2025,"Cardiac electrophysiological study—up to and including 3 catheter investigation of any one or more of—syncope, atrio‑ventricular conduction, sinus node function or simple ventricular tachycardia studies, other than a service associated with a service to which item 38212 or 38213 applies (H) (Anaes.)",,,,,721.95,,Y
38212,,01.12.1991,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1601.00,,,,,,,,,,01.03.2025,Cardiac electrophysiological study for: (a) the investigation of supraventricular tachycardia involving 4 or more catheters; or (b) complex tachycardia inductions; or (c) multiple catheter mapping; or (d) acute intravenous anti‑arrhythmic drug testing with pre and post drug inductions; or (e) catheter ablation to intentionally induce complete atrioventricular block; or (f) intraoperative mapping; other than a service associated with a service to which item 38209 or 38213 applies (H) (Anaes.),,,,,1200.75,,Y
38213,,01.11.1996,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,476.85,,,,,,,,,,01.03.2025,"Cardiac electrophysiological study, performed either: (a) during insertion of implantable defibrillator; or (b) for defibrillation threshold testing at a different time to implantation; other than a service associated with a service to which item 38209 or 38212 applies (H) (Anaes.)",,,,,357.65,,Y
38241,,01.11.2006,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,547.85,,,,,,,,,,01.03.2025,"Use of a coronary pressure wire, if the service is: (a) performed during selective coronary angiography, percutaneous angioplasty or transluminal insertion of one or more stents; and (b) to measure fractional flow reserve, non-hyperaemic pressure ratios or coronary flow reserve in intermediate coronary artery or graft lesions (stenosis of 50 to 70%); and (c) to determine whether revascularisation is appropriate, if previous functional imaging: (i) has not been performed; or (ii) has been performed but the results are inconclusive or do not apply to the vessel being interrogated; and (d) performed on one or more coronary vascular territories (H) (Anaes.)",,,,,410.90,,Y
38244,,01.07.2021,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1031.40,,,,,,,,,,01.03.2025,"Note: (acute coronary syndrome) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.2 and TR.8.5 Selective coronary angiography: (a) for a patient who is eligible for the service under clause 5.10.17A; and (b) with placement of one or more catheters and injection of opaque material into native coronary arteries; and (c) with or without left heart catheterisation, left ventriculography or aortography; and (d) including all associated imaging; other than a service associated with a service to which 38200, 38203, 38206, 38247, 38248, 38249, 38251 or 38252 applies (H) (Anaes.)",,,,,773.55,,Y
38247,,01.07.2021,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1652.50,,,,,,,,,,01.03.2025,"Note: (acute coronary syndrome - graft) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.2 and TR.8.5 Selective coronary and graft angiography: (a) for a patient who is eligible for the service under clause 5.10.17A; and (b) with placement of one or more catheters and injection of opaque material into the native coronary arteries; and (c) if free coronary grafts attached to the aorta or direct internal mammary artery grafts are present—with placement of one or more catheters and injection of opaque material into those grafts (irrespective of the number of grafts); and (d) with or without left heart catheterisation, left ventriculography or aortography; and (e) including all associated imaging; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38248, 38249, 38251 or 38252 applies (H) (Anaes.)",,,,,1239.40,,Y
38248,,01.07.2021,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1031.40,,,,,,,,,,01.03.2025,"Note: (stable coronary syndrome) the service only applies if the patient meets the requirements of the descriptor and the of Note: TR.8.3 and TR.8.5 Selective coronary angiography: (a) for a patient who is eligible for the service under clause 5.10.17B; and (b) as part of the management of the patient; and (c) with placement of catheters and injection of opaque material into native coronary arteries; and (d) with or without left heart catheterisation, left ventriculography or aortography; and (e) including all associated imaging; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38249, 38251 or 38252 applies—applicable each 3 months (H) (Anaes.)",,,,,773.55,,Y
38249,,01.07.2021,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1652.50,,,,,,,,,,01.03.2025,"Note: (stable coronary syndrome - graft) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.3 and TR.8.5 Selective coronary and graft angiography: (a) for a patient who is eligible for the service under clause 5.10.17B; and (b) as part of the management of the patient; and (c) with placement of one or more catheters and injection of opaque material into the native coronary arteries; and (d) if free coronary grafts attached to the aorta or direct internal mammary artery grafts are present—with placement of one or more catheters and injection of opaque material into those grafts (irrespective of the number of grafts); and (e) with or without left heart catheterisation, left ventriculography or aortography; and (f) including all associated imaging; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38251 or 38252 applies—applicable once each 3 months (H) (Anaes.)",,,,,1239.40,,Y
38251,,01.07.2021,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1031.40,,,,,,,,,,01.03.2025,"Note: (pre-operative assessment) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.5 Selective coronary angiography: (a) for a symptomatic patient with valvular or other non-coronary structural heart disease; and (b) as part of the management of the patient for: (i) pre-operative assessment for planning non-coronary cardiac surgery, including by transcatheter approaches; or (ii) evaluation of valvular heart disease or other non-coronary structural heart disease where clinical impression is discordant with non-invasive assessment; and (c) with placement of catheters and injection of opaque material into native coronary arteries; and (d) with or without left heart catheterisation, left ventriculography or aortography; and (e) including all associated imaging; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249 or 38252 applies—applicable once each 12 months (H) (Anaes.)",,,,,773.55,,Y
38252,,01.07.2021,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1652.50,,,,,,,,,,01.03.2025,"Note: (pre-operative assessment - graft) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.5 Selective coronary and graft angiography: (a) for a symptomatic patient with valvular or other non-coronary structural heart disease; and (b) as part of the management of the patient for: (i) pre-operative assessment for planning non-coronary cardiac surgery, including by transcatheter approaches; or (ii) evaluation of valvular heart disease or other non-coronary structural heart disease where clinical impression is discordant with non-invasive assessment; and (c) with placement of one or more catheters and injection of opaque material into the native coronary arteries; and (d) if free coronary grafts attached to the aorta or direct internal mammary artery grafts are present—with placement of one or more catheters and injection of opaque material into those grafts (irrespective of the number of grafts); and (e) with or without left heart catheterisation, left ventriculography or aortography; and (f) including all associated imaging; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249 or 38251 applies—applicable once each 12 months (H) (Anaes.)",,,,,1239.40,,Y
38254,,01.07.2021,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,519.65,,,,,,,,,,01.03.2025,"Right heart catheterisation: (a) performed at the same time as a service to which item 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38310, 38311, 38313 or 38314 applies; and (b) including any of the following (if performed): (i) fluoroscopy; (ii) oximetry; (iii) dye dilution curves; (iv) cardiac output measurement; (v) shunt detection; (vi) exercise stress test (H) (Anaes.)",,,,,389.75,,Y
38256,,01.07.1993,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,311.75,,,,,,,,,,01.03.2025,"Temporary transvenous pacemaking electrode, insertion of (H) (Anaes.)",,,,,233.85,,Y
38270,,01.05.1997,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1064.25,,,,,,,,,,01.03.2025,"Balloon valvuloplasty or isolated atrial septostomy, including cardiac catheterisations before and after balloon dilatation (H) (Anaes.) (Assist.)",,,,,798.20,,Y
38272,,01.11.2005,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1064.25,,,,,,,,,,01.03.2025,"Atrial septal defect or patent foramen closure: (a) for congenital heart disease in a patient with documented evidence of right heart overload or paradoxical embolism; and (b) using a septal occluder or similar device, by transcatheter approach; and (c) including right or left heart catheterisation (or both); other than a service associated with a service to which item 38200, 38203, 38206 or 38254 applies (H) (Anaes.) (Assist.)",,,,,798.20,,Y
38273,,01.07.2014,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.07.2014,01.07.2025,1064.25,,,,,,,,,,01.07.2014,"Patent ductus arteriosus, transcatheter closure of, including cardiac catheterisation and any imaging associated with the service (Anaes.) (Assist.)",,,,,798.20,,Y
38274,,01.07.2014,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.07.2014,01.07.2025,871.85,,,,,,,,,,01.07.2021,"Ventricular septal defect, transcatheter closure of, with cardiac catheterisation, excluding imaging (H) (Anaes.) (Assist.)",,,,,653.90,,Y
38275,,01.05.1997,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,347.85,,,,,,,,,,01.03.2025,"Myocardial biopsy, by cardiac catheterisation (H) (Anaes.)",,,,,260.90,,Y
38276,,01.11.2017,,3,T8,6,1,S,N,S,N,Y,N,N,Y,N,N,A,01.11.2017,01.07.2025,1064.25,,,,,,,,,,01.03.2022,"Transcatheter occlusion of left atrial appendage, and cardiac catheterisation performed by the same practitioner, for stroke prevention in a patient who has non‑valvular atrial fibrillation, if: (a) the patient is at increased risk of thromboembolism demonstrated by: (i) a prior stroke (whether of an ischaemic or unknown type), transient ischaemic attack or non‑central nervous system systemic embolism; or (ii) at least 2 of the following risk factors: (A) an age of 65 years or more; (B) hypertension; (C) diabetes mellitus; (D) heart failure or left ventricular ejection fraction of 35% or less (or both); (E) vascular disease (prior myocardial infarction, peripheral artery disease or aortic plaque); and (b) the patient has an absolute and permanent contraindication to oral anticoagulation (confirmed by written documentation that is provided by a medical practitioner, independent of the practitioner rendering the service); and (c) the service is not associated with a service to which item 38200, 38203, 38206 or 38254 applies (H) (Anaes.) (Assist.)",,,,,798.20,,Y
38285,,01.11.2004,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,C,01.11.2004,01.07.2025,179.95,,,,,,,,,,01.07.2021,"Insertion of implantable ECG loop recorder, by a specialist or consultant physician, for the diagnosis of a primary disorder, including initial programming and testing, if: (a) the patient has recurrent unexplained syncope and does not have a structural heart defect associated with a high risk of sudden cardiac death; and (b) a diagnosis has not been achieved through all other available cardiac investigations; and (c) a neurogenic cause is not suspected (Anaes.)",,,,,135.00,153.00,Y
38286,,01.11.2004,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,C,01.11.2004,01.07.2025,162.10,,,,,,,,,,01.07.2021,Removal of implantable ECG loop recorder (Anaes.),,,,,121.60,137.80,Y
38287,,01.07.1998,,3,T8,6,2,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2448.10,,,,,,,,,,01.03.2025,Ablation of arrhythmia circuit or focus or isolation procedure involving one atrial chamber (H) (Anaes.) (Assist.),,,,,1836.10,,Y
38288,,01.05.2018,,3,T8,6,1,S,N,,N,Y,N,N,Y,N,N,C,01.05.2018,01.07.2025,225.10,,,,,,,,,,01.05.2018,"Implantable loop recorder, insertion of, for diagnosis of atrial fibrillation, if: (a) the patient to whom the service is provided has been diagnosed as having had an embolic stroke of undetermined source; and (b) the bases of the diagnosis included the following: (i) the medical history of the patient; (ii) physical examination; (iii) brain and carotid imaging; (iv) cardiac imaging; (v) surface ECG testing including 24‑hour Holter monitoring; and (c) atrial fibrillation is suspected; and (d) the patient: (i) does not have a permanent indication for oral anticoagulants; or (ii) does not have a permanent oral anticoagulants contraindication; including initial programming and testing (Anaes.)",,,,,168.85,191.35,Y
38290,,01.07.1998,,3,T8,6,2,S,N,,N,Y,N,N,Y,N,N,A,01.11.2004,01.07.2025,3117.05,,,,,,,,,,01.07.1998,"ABLATION OF ARRHYTHMIA CIRCUITS OR FOCI, or isolation procedure involving both atrial chambers and including curative procedures for atrial fibrillation (Anaes.) (Assist.)",,,,,2337.80,,Y
38293,,01.07.1998,,3,T8,6,2,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,3345.75,,,,,,,,,,01.03.2025,"Ventricular arrhythmia with mapping and ablation, including all associated electrophysiological studies performed on the same day (H) (Anaes.) (Assist.)",,,,,2509.35,,Y
38307,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2068.00,,,,,,,,,,01.03.2025,"Note: (acute coronary syndrome - 1 coronary territory with selective coronary angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.2 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible for the service under clause 5.10.17A; and (ii) for whom selective coronary angiography has not been completed in the previous 3 months; and (b) including selective coronary angiography and all associated imaging, catheter and contrast; and (c) including either or both: (i) percutaneous angioplasty; (ii) transluminal insertion of one or more stents; and (d) performed on one coronary vascular territory; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38308, 38310, 38311, 38313, 38314, 38316, 38317, 38319, 38320, 38322 or 38323 applies (H) (Anaes.) (Assist.)",,,,,1551.00,,Y
38308,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2379.25,,,,,,,,,,01.03.2025,"Note: (acute coronary syndrome - 2 coronary territories with selective coronary angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.2 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible for the service under clause 5.10.17A; and (ii) for whom selective coronary angiography has not been completed in the previous 3 months; and (b) including selective coronary angiography and all associated imaging, catheter and contrast; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on 2 coronary vascular territories; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38310, 38311, 38313, 38314, 38316, 38317, 38319, 38320, 38322 or 38323 applies (H) (Anaes.) (Assist.)",,,,,1784.45,,Y
38309,,01.11.2005,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1402.20,,,,,,,,,,01.03.2025,"Percutaneous transluminal rotational atherectomy of one or more coronary arteries, including all associated imaging, if: (a) the target stenosis within at least one coronary artery is heavily calcified and balloon angioplasty with or without stenting is not feasible without rotational artherectomy; and (b) the service is performed in conjunction with a service to which item 38307, 38308, 38310, 38311, 38313, 38314, 38316, 38317, 38319, 38320, 38322 or 38323 applies Applicable only once on each occasion the service is performed (H) (Anaes.) (Assist.)",,,,,1051.65,,Y
